###########################################;;;;;;;;;;;5954
############### EVENT TEXTS ###############;;;;;;;;;;;5955
###########################################;;;;;;;;;;;5956
EVENT_A0_A;Accept their rightful claims.;;;;;;;;;;5957
EVENT_A0_B;Ignore the demands;;;;;;;;;;5958
EVENT_A0_C;Execute the Traitors;;;;;;;;;;5959
EVENT_A10_A;Accept;;;;;;;;;;5960
EVENT_A10_B;Decline;;;;;;;;;;5961
EVENT_A11_A;Accept;;;;;;;;;;5962
EVENT_A11_B;Decline;;;;;;;;;;5963
EVENT_A13_A;Accept their demands;;;;;;;;;;5964
EVENT_A13_B;Refuse their demands;;;;;;;;;;5965
EVENT_A14_A;Accept;;;;;;;;;;5966
EVENT_A14_B;Decline;;;;;;;;;;5967
EVENT_A17_A;Reject Demands;;;;;;;;;;5968
EVENT_A17_B;Accept Demands;;;;;;;;;;5969
EVENT_A18_A;Deny Old Rights;;;;;;;;;;5970
EVENT_A18_B;Accept;;;;;;;;;;5971
EVENT_A20_A;Grant;;;;;;;;;;5972
EVENT_A20_B;Deny;;;;;;;;;;5973
EVENT_A21_A;Hire the engineer;;;;;;;;;;5974
EVENT_A21_B;Decline the Offer;;;;;;;;;;5975
EVENT_A22_A;Hire him;;;;;;;;;;5976
EVENT_A22_B;Decline the Offer;;;;;;;;;;5977
EVENT_A23_A;Build the Palace;;;;;;;;;;5978
EVENT_A23_B;Don't build it.;;;;;;;;;;5979
EVENT_A25_A;Imprison Thinker;;;;;;;;;;5980
EVENT_A25_B;Allow to Remain Free;;;;;;;;;;5981
EVENT_A26_A;Fund suppression effort;;;;;;;;;;5982
EVENT_A26_B;Ignore Heresy;;;;;;;;;;5983
EVENT_A27_A;Press Issue;;;;;;;;;;5984
EVENT_A27_B;Settle Issue;;;;;;;;;;5985
EVENT_A28_A;Escalate Complaint;;;;;;;;;;5986
EVENT_A28_B;Diplomatically Resolve;;;;;;;;;;5987
EVENT_A29_A;Grant Colonial Charter;;;;;;;;;;5988
EVENT_A29_B;Deny Charter;;;;;;;;;;5989
EVENT_A30_A;Accept Petition;;;;;;;;;;5990
EVENT_A30_B;Deny Petition;;;;;;;;;;5991
EVENT_A31_A;Grant Aid;;;;;;;;;;5992
EVENT_A31_B;Deny Aid;;;;;;;;;;5993
EVENT_A32_A;Support;;;;;;;;;;5994
EVENT_A32_B;Decline;;;;;;;;;;5995
EVENT_A33_A;Impose New Tariff;;;;;;;;;;5996
EVENT_A33_B;Deny New Tariff;;;;;;;;;;5997
EVENT_A34_A;Hire Painter;;;;;;;;;;5998
EVENT_A34_B;Decline his Services;;;;;;;;;;5999
EVENT_A35_A;Honor the beliefs of our ancestors;;;;;;;;;;6000
EVENT_A35_B;Convert to Christians;;;;;;;;;;6001
EVENT_A36_A;Honor the beliefs of our ancestors;;;;;;;;;;6002
EVENT_A36_B;Convert to Christians;;;;;;;;;;6003
EVENT_A37_A;Return to the faith of our ancestors;;;;;;;;;;6004
EVENT_A37_B;Stay with Islam;;;;;;;;;;6005
EVENT_A38_A;Honor the beliefs of our ancestors;;;;;;;;;;6006
EVENT_A38_B;Convert to Islam;;;;;;;;;;6007
EVENT_A39_A;Convert to Islam;;;;;;;;;;6008
EVENT_A39_B;Stay Christians;;;;;;;;;;6009
EVENT_A40_A;Honor the beliefs of our ancestors;;;;;;;;;;6010
EVENT_A40_B;Convert to Christians;;;;;;;;;;6011
EVENT_A41_A;Honor the beliefs of our ancestors;;;;;;;;;;6012
EVENT_A41_B;Convert to Christians;;;;;;;;;;6013
EVENT_A42_A;Convert to Islam;;;;;;;;;;6014
EVENT_A42_B;Honor the beliefs of our ancestors;;;;;;;;;;6015
EVENT_A7_A;Side with one family;;;;;;;;;;6016
EVENT_A7_B;Let them fight it out.;;;;;;;;;;6017
EVENT_A7_C;Try to settle the issue.;;;;;;;;;;6018
EVENT_NEXT;Next Event;;;;;;;;;;6019
EVENT1101A;Yes;;;;;;;;;;6022
EVENT1101B;No;;;;;;;;;;6023
EVENT1102A;Yes;;;;;;;;;;6024
EVENT1102B;No;;;;;;;;;;6025
EVENT1129A;Celebrate!;;;;;;;;;;6026
EVENT1130A;Yes;;;;;;;;;;6027
EVENT1130B;No;;;;;;;;;;6028
EVENT1131A;Let us send them a gift!;;;;;;;;;;6029
EVENT42_A;Ignore their Demands;;;;;;;;;;6030
EVENT42_B;Agree to their Demands;;;;;;;;;;6031
EVENT43_A;Execute the Troublemakers;;;;;;;;;;6032
EVENT43_B;Abolish a Tax;;;;;;;;;;6033
EVENT48_A;Try to eradicate the problems;;;;;;;;;;6034
EVENT48_B;Ignore them;;;;;;;;;;6035
EVENT59A;Splendid!;;;;;;;;;;6036
EVENT60A1;Anglian culture is our culture;;;;;;;;;;6037
EVENT60A10;Dutch culture is our culture;;;;;;;;;;6038
EVENT60A11;Franco-provençal culture is our culture;;;;;;;;;;6039
EVENT60A12;French culture is our culture;;;;;;;;;;6040
EVENT60A13;Gaelic culture is our culture;;;;;;;;;;6041
EVENT60A14;Greek culture is our culture;;;;;;;;;;6042
EVENT60A15;Italian culture is our culture;;;;;;;;;;6043
EVENT60A16;Lithuanian culture is our culture;;;;;;;;;;6044
EVENT60A17;Lower german culture is our culture;;;;;;;;;;6045
EVENT60A18;Magyar culture is our culture;;;;;;;;;;6046
EVENT60A19;Middle german culture is our culture;;;;;;;;;;6047
EVENT60A2;Armenian culture is our culture;;;;;;;;;;6048
EVENT60A20;Occitan culture is our culture;;;;;;;;;;6049
EVENT60A21;Polish culture is our culture;;;;;;;;;;6050
EVENT60A22;Portuguese culture is our culture;;;;;;;;;;6051
EVENT60A23;Romanian culture is our culture;;;;;;;;;;6052
EVENT60A24;Russian culture is our culture;;;;;;;;;;6053
EVENT60A25;Ruthenian culture is our culture;;;;;;;;;;6054
EVENT60A26;Slavonic culture is our culture;;;;;;;;;;6055
EVENT60A27;Tatar culture is our culture;;;;;;;;;;6056
EVENT60A28;Turkish culture is our culture;;;;;;;;;;6057
EVENT60A29;Umbrian culture is our culture;;;;;;;;;;6058
EVENT60A3;Baltic culture is our culture;;;;;;;;;;6059
EVENT60A30;Upper german culture is our culture;;;;;;;;;;6060
EVENT60A31;Egyptian culture is our culture;;;;;;;;;;6061
EVENT60A32;Arabic culture is our culture;;;;;;;;;;6062
EVENT60A4;Scandinavian culture is our culture;;;;;;;;;;6063
EVENT60A5;Berber culture is our culture;;;;;;;;;;6064
EVENT60A6;Castillian culture is our culture;;;;;;;;;;6065
EVENT60A7;Catalan culture is our culture;;;;;;;;;;6066
EVENT60A8;Ugric culture is our culture;;;;;;;;;;6067
EVENT60A9;Czech culture is our culture;;;;;;;;;;6068
EVENT60B;Our culture is strong;;;;;;;;;;6069
EVENT61A;Great!;;;;;;;;;;6070
EVENT62A;Offensive Reforms;;;;;;;;;;6071
EVENT62B;Defensive Reforms;;;;;;;;;;6072
EVENT62C;Minimal Reforms;;;;;;;;;;6073
EVENT62D;Naval Reforms;;;;;;;;;;6074
EVENT62E;Hire Instructors;;;;;;;;;;6075
EVENT62F;Recruit Conscripts;;;;;;;;;;6076
EVENT63A;Traitors!;;;;;;;;;;6077
EVENT64A;Damn!;;;;;;;;;;6078
EVENT64B;Try to Rebuild it;;;;;;;;;;6079
EVENT65A;More troops are always welcome;;;;;;;;;;6080
EVENT65B;Pass the Opportunity;;;;;;;;;;6081
EVENT66A;More ships are always welcome;;;;;;;;;;6082
EVENT66B;Pass the Opportunity;;;;;;;;;;6083
EVENT67A;Open a new Center of Trade;;;;;;;;;;6084
EVENT67B;Pass the Opportunity;;;;;;;;;;6085
EVENT68A;Expand the Royal Influence;;;;;;;;;;6086
EVENT68B;Pass the Opportunity;;;;;;;;;;6087
EVENT69A;We will try to compete with the new tradecenters!;;;;;;;;;;6088
EVENT70A;Dang!;;;;;;;;;;6089
EVENT71A;This is great news!;;;;;;;;;;6090
EVENT72B;Don't remind me again;;;;;;;;;;6091
EVENT73A;Let our culture guide our new nation;;;;;;;;;;6092
EVENT73B;Proclaim that we are the defender of our culture!;;;;;;;;;;6093
EVENT73C;Culture is overrated…;;;;;;;;;;6094
EVENT74A;Let Europe fear the new Empire!;;;;;;;;;;6095
EVENT74B;Proclaim that we are the defender of our culture!;;;;;;;;;;6096
EVENT74C;I just did this for fun. I never wanted an empire.;;;;;;;;;;6097
EVENTHIST_A0;The privileges of the nobility were continually under assault as the monarch tried to centralize more and more control. Sometimes the nobles would attempt to gain rights they had lost or surrendered to the monarch in earlier times.;;;;;;;;;;6099
EVENTHIST_A1;Trading companies were often founded on highly speculative stocks. When they failed, large sums of wealth could be lost and faith in the goverment declined as well.;;;;;;;;;;6100
